pos	sem	tok
PRON VERB PRON SCONJ PRON VERB PRON PUNCT	PRO ENS PRO IMP PRO ENS PRO NIL	He answers us whenever we call him .
PRON AUX VERB PUNCT	PRO NOW EXG NIL	We 're undressing .
PRON AUX ADJ ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	You 're older than her .
PRON AUX PROPN PART NOUN PUNCT	DST ENS PER HAS CON NIL	That 's Tom 's drawing .
PRON AUX AUX VERB DET NOUN PUNCT	PRO NOW EXG DIS CON NIL	I 'm expecting a call .
PRON VERB PRON NUM NOUN PUNCT	PRO ENS PRO QUC UOM NIL	I owe him 1000 yen .
PRON VERB VERB PART ADP PUNCT PRON ADJ PUNCT	PRO NOW NOT EMP IST NIL	I 'm not at~all surprised .
PROPN PROPN AUX PRON PUNCT CCONJ DET ADJ NOUN PUNCT	ROL PER NOW NOT DIS IST ROL NIL	Mr Green is anything~but a good teacher .
PROPN PROPN PROPN AUX ADV ADJ ADP PROPN PUNCT	PER NOW INT IST REL GPO NIL	Betty~White is very popular with Americans .
PRON VERB DET NOUN ADP PRON NOUN PUNCT	PRO EPS DEF CON REL HAS CON NIL	He stuck the book in his bag .
PRON VERB DET NOUN PUNCT	PRO EPS DEF ROL NIL	They freed the prisoner .
DET NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Whose camera is this ?
DET NOUN SYM NOUN AUX PRON PUNCT	HAS CON ENS PRX QUE	Whose cell~phone is this ?
PROPN VERB DET NOUN NOUN PUNCT	PER EPS DIS CON CON NIL	Tom had a noodle soup .
PROPN VERB PRON NOUN ADP DET ADJ NOUN PUNCT	PER EPS HAS CON REL DEF IST CON NIL	Tom wiped his hands on the dirty towel .
PRON VERB PRON NOUN ADP DET NOUN PUNCT ADP SYM NUM PUNCT	PRO ENS HAS CON REL DIS CLO NIL	I have my supper at a quarter~past~seven .
PRON VERB DET NOUN ADP NUM NOUN PUNCT	PRO EPS PRX CON REL QUC UOM NIL	I bought this camera for 25,000 yen .
DET NOUN AUX VERB ADP DET NOUN PUNCT	DEF CON PST EXS REL DEF CON NIL	The kite got caught in the tree .
PRON VERB PRON NOUN VERB PUNCT	PRO PST HAS CON EXS NIL	He had his hair cut .
PRON AUX PART VERB DET NOUN ADP NOUN PUNCT	PRO POS NOT EXS PRX CON REL CON NIL	I ca n't stand this kind of movie .
AUX PROPN ADV PUNCT ADJ CCONJ ADV PUNCT ADJ PUNCT	NOW PER IST DIS IST QUE	Is Tom left-handed or right-handed ?
PROPN VERB ADP DET NOUN CCONJ VERB PROPN PART NOUN PUNCT	PER EPS REL DIS CON COO EPS PER HAS CON NIL	Tom picked up a napkin and wiped Mary 's chin .
PROPN VERB DET NOUN PUNCT	PER ENS NOT CON NIL	Tom has no authority .
DET NOUN ADP NOUN VERB PART VERB DET NOUN ADP NOUN PUNCT NOUN PUNCT	AND CON REL CON NEC NIL EXS DIS QUV REL CON NIL	A man of wealth has to pay a lot of income~tax .
PRON VERB PRON PUNCT	NOT EPS DIS NIL	Nobody suspected anything .
PROPN PROPN PROPN PUNCT DET ADJ NOUN AUX PROPN PROPN PROPN PUNCT AUX DET ADJ NOUN PUNCT	PER NIL HAS IST CON ENS LIT NIL ENS DIS GPO ROL NIL	Roger~Vercel , whose true name is Roger~Crétin , is a French writer .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	He threw a stone into the lake .
PRON VERB PUNCT	DIS EPS NIL	Somebody answered .
PRON AUX ADV ADJ PART VERB PUNCT	PRO PST INT IST NIL EXS NIL	She was too shocked to speak .
PROPN VERB PRON NOUN PUNCT NOUN ADP DET NOUN PUNCT	PER EPS HAS CON REL DIS CON NIL	Tom smashed his piggy~bank with a hammer .
PRON VERB ADP NOUN ADP NOUN PUNCT	PRO ENS REL CON REL CON NIL	We work from dawn until dusk .
PRON AUX PART VERB PROPN PRON PUNCT	PRO PST NOT EXS PER DST NIL	I did n't sell Tom those .
PRON VERB DET ADJ NOUN PUNCT NOUN PUNCT	PRO EPS DIS COL CON NIL	I bought a red sports~car .
PRON VERB PRON PROPN PUNCT	PRO EPS PRO LIT NIL	I called her Cathy .
PRON NOUN VERB DET NOUN PUNCT	HAS CON EPS DEF CON NIL	His name headed the list .
PRON NOUN AUX ADJ ADP NOUN PUNCT	HAS ROL NOW IST REL CON NIL	My nephew is allergic to eggs .
PRON VERB PRON NOUN CCONJ VERB PUNCT	PRO EPS HAS CON COO EPS NIL	She grabbed her purse and left .
PRON AUX VERB PROPN PART VERB PROPN ADP PROPN PUNCT	PRO NOW EXG CON NIL EXS CON REL GPE NIL	I am learning Japanese to play mahjong in Japan .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom scratched his hand .
PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRO EPS HAS ROL REL DEF CON NIL	I saw my friend to the station .
DET NOUN PART NOUN AUX ADJ PUNCT	DEF ROL HAS CON PST IST NIL	The politician 's speech was offensive .
PROPN AUX VERB ADP PROPN PUNCT	PER PST EXS REL NIL NIL	Tom was sent to Coventry .
PROPN PROPN PROPN AUX PRON ADJ NOUN PUNCT	PER ENS HAS TOP ROL NIL	Jean~Reno is my favorite actor .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL DIS CON NIL	She shot him with a pistol .
PROPN VERB PRON NOUN CCONJ VERB PRON NOUN PUNCT	PER EPS HAS CON COO EPS HAS CON NIL	Tom removed his glasses and rubbed his eyes .
PRON VERB PRON NOUN VERB PUNCT	PRO PST HAS CON EPS NIL	She had her tooth pulled .
PRON VERB NOUN PUNCT NOUN ADP PRON NOUN PUNCT	PRO EPS CON REL HAS CON NIL	He dropped lemon~juice into his tea .
AUX PRON VERB PRON SCONJ DET NOUN SYM NOUN AUX PUNCT	POS PRO EXS PRO QUE DEF CON ENS QUE	Can you tell me where the flea~market is ?
PRON VERB PRON DET NOUN PRON VERB PUNCT	PRO EPS PRO AND CON PRO EPS NIL	She gave me whatever help I needed .
NOUN PUNCT PROPN VERB PROPN PUNCT	PER EPS PER NIL	Aurore~Paquiss married Chabrol .
PROPN PROPN PROPN VERB DET PROPN PROPN PROPN PROPN PROPN PUNCT	PER EPS DEF ORG NIL	Henry~Ford founded the Ford~Motor~Company .
PROPN PROPN PROPN VERB ADP PROPN PROPN PROPN PUNCT	PER ENS REL GPE NIL	David~Vance lives in South~Portland .
PROPN PROPN VERB ADP PROPN PUNCT	ROL PER EPS REL GPE NIL	Lady Diana died in Paris .
DET PROPN PROPN PROPN AUX VERB ADP NOUN PUNCT	DEF GEO NOW EXS REL CON NIL	The Ebro~Delta is used for farming .
PRON AUX ADV ADJ ADP NOUN PUNCT	PRO PST AND IST REL CON NIL	I was always good at math .
DET NOUN AUX VERB PRON NOUN PUNCT	AND CON NOW EXT HAS CON NIL	Each boy has received his diploma .
PRON AUX VERB DET NOUN PUNCT	PRO PST EXG DEF CON NIL	He was playing the piano .
PRON AUX VERB NOUN PUNCT	PRO NOW EXG CON NIL	He is wearing sunglasses .
PRON AUX ADJ ADP DET NOUN PUNCT	PRO PST IST REL DEF CON NIL	She was afraid of the dog .
PROPN PROPN PROPN AUX ADJ ADP PROPN PROPN PROPN PUNCT	PER NOW IST REL PER NIL	Lisa~Lillien is married to Dan~Schneider .
NUM NOUN VERB ADP NOUN PUNCT	QUC ROL EPS REL CON NIL	Two criminals escaped from prison .
PRON AUX VERB PUNCT	PRO PST EXG NIL	He was crying .
PRON AUX ADJ SCONJ PRON AUX ADJ PUNCT	PRO NOW IST SUB PRO NOW IST NIL	She 's absent because she 's sick .
DET NOUN AUX VERB PUNCT	DEF CON NOW IST NIL	The border is closed .
PRON AUX VERB ADP DET ADJ NOUN PUNCT	PRO PST EXS REL DIS IST CON NIL	He was disqualified after a false start .
PRON AUX ADV VERB DET NOUN PUNCT	PRO NOW NOT EXT DIS CON NIL	I have never seen a giraffe .
PRON PUNCT AUX VERB PRON NOUN PUNCT	PRO NOW EXG HAS CON NIL	I ‘m ironing my handkerchiefs .
DET NOUN VERB NUM NOUN PUNCT	DEF CON EPS QUC UOM NIL	The film lasted 2 hours .
ADP DET NOUN NUM VERB DET ADJ ADJ NOUN PUNCT	REL DIS CON AND EPS DIS IST IST CON NIL	From a basket one grabbed a greasy wooden spoon ....
PRON AUX NUM SYM NUM	PRO PST CLO	It was 10.40~P.M.
PRON AUX PROPN PUNCT PROPN VERB PUNCT	QUE PST PER EXS QUE	What did Charles~Babbage invent ?
DET NOUN AUX ADJ PUNCT	PRX CON NOW MOR NIL	This apple is redder .
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom is allergic to mould .
PRON AUX VERB PROPN PUNCT ADP PROPN PROPN PUNCT	PRO PST EXS CON NIL	He was appointed Minister~of~Finance .
PROPN AUX PART VERB ADJ NOUN PUNCT CCONJ PRON ADV VERB DET NOUN ADP NOUN PUNCT	PER NOW NOT EXS QUV CON NIL BUT PRO EMP ENS DIS QUV REL CON NIL	Tom does n't drink much beer , but he sure drinks a lot of wine .
PRON VERB PROPN PUNCT PROPN PUNCT PUNCT	PRO EPS PER NIL LIT NIL NIL	"We called Robert "" Bob "" ."
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom entered the kitchen .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DIS CON NIL	He thought up an excuse .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DIS CON NIL	We crossed the lake in a boat .
PROPN PROPN PROPN VERB DET ADJ NOUN PUNCT	PER EPS DEF IST CON NIL	Thomas~Edison invented the electric lightbulb .
PRON VERB VERB ADJ PUNCT	PRO NOW IST NIL	I 'm OK .
PRON AUX VERB ADP DET NOUN PUNCT	PRO NOW EXG REL DEF NOW NIL	We 're working at the moment .
PRON VERB PART VERB PRON PUNCT	PRO EPS NIL EXS REF NIL	She tried to kill herself .
PRON AUX VERB ADP DET NOUN PUNCT	PRO PST EXS REL DIS CON NIL	She was clad in a kimono .
DET ADJ NOUN VERB ADP PRON NOUN PUNCT	DEF DEG CON EPS REL HAS ROL NIL	The old lady smiled at her granddaughter .
DET NOUN VERB PRON ADP NOUN PUNCT	DEF CON EPS PRO REL CON NIL	The court sentenced him to death .
DET NOUN AUX AUX VERB PUNCT	DEF CON POS NOW IST NIL	The report may be exaggerated .
DET NOUN AUX ADJ PUNCT	DEF CON PST IST NIL	The chicken was delicious .
PROPN VERB PRON NUM NOUN PUNCT	PER EPS PRO QUC CON NIL	Tom lent me three books .
DET NOUN AUX VERB ADV PUNCT	DEF CON NOW EXG NOW NIL	The baby is crawling now .
PRON AUX PRON NOUN PART PUNCT	PRX ENS HAS ROL HAS NIL	This is my father 's .
AUX PROPN VERB PUNCT	NOW PER EXG QUE	Is Tom smiling ?
PRON AUX PART ADJ ADP NOUN PUNCT	PRO NOW NOT IST REL CON NIL	We are not fond of pets .
PRON NOUN VERB PRON NOUN ADP DET NOUN PUNCT	HAS ROL EPS HAS ROL REL DEF YOC NIL	My mom married my dad in the 90s .
PRON VERB VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	I 'm from Sapporo .
DET NOUN ADP DET NOUN AUX ADJ PUNCT	DEF CON REL DEF CON NOW IST NIL	The legs of the table are shaky .
PROPN VERB PART VERB NOUN PUNCT ADV PUNCT	PER ENS NIL EXS CON NIL ALT NIL	Ellen likes to play tennis , too .
PRON AUX VERB ADP PROPN ADP NUM PUNCT	PRO PST EXS REL GPE REL YOC NIL	I was born in Kyoto in 1980 .
ADV NUM SYM NUM NOUN VERB PUNCT	LES QUC CON EPS NIL	Almost three~thousand people died .
DET NOUN AUX VERB ADP PROPN PUNCT	DEF CON PST EXS REL GPE NIL	The dishes were manufactured in Taiwan .
PRON VERB ADP PROPN NOUN SYM PART PROPN NOUN PUNCT	PRO ENS IST NIL	We agree from~time~to~time .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Tom boiled some eggs .
PRON VERB DET NOUN PUNCT NOUN ADJ PUNCT	PRO EPS DEF CON COL NIL	They painted the window~frames yellow .
PROPN AUX DET ADJ ADJ ADP PRON PUNCT	PER NOW DIS QUV MOR REL PRO NIL	Tom is a little taller than me .
PRON VERB PRON ADP NOUN PUNCT	PRO EPS REF REL CON NIL	They armed themselves with rifles .
PROPN PART PRON NOUN PUNCT	PER NOW HAS ROL NIL	Tom 's my cousin .
DET NOUN AUX ADJ PUNCT AUX PART PRON PUNCT	PRX CON NOW IST DIS NOW NOT PRO QUE	This flower is beautiful , is n't it ?
PRON VERB ADJ NOUN PUNCT	PRO EPS IST CON NIL	I delivered identical twins .
PROPN SYM PROPN PUNCT PROPN AUX VERB NUM ADJ NOUN PUNCT	PER NOW EXT QUC IST CON NIL	Ole~Einar~Bjoerndalen has won 13 Olympic medals .
DET NOUN AUX VERB NUM PUNCT	DEF CON NOW EXG CLO NIL	The clock is striking four .
PROPN PART ADP PUNCT NOUN ADP PROPN PART ADJ NOUN PUNCT	PER NOW IST REL PER HAS MOR ROL NIL	Tom 's in~love with Mary 's younger sister .
PROPN VERB NUM NOUN ADP DET NOUN PUNCT	PER EPS QUC CON REL DEF CON NIL	Tom circled three names on the list .
DET NOUN AUX ADJ PUNCT	AND CON NOW COL NIL	A banana is yellow .
PRON AUX AUX PART VERB NOUN PUNCT	PRO NOW NOT EXG CON NIL	I 'm not wearing socks .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS DEF COL CON NIL	She chose the red dress .
DET NOUN AUX ADP DET NOUN PUNCT NOUN PUNCT	DEF CON ENS REL DEF CON NIL	The restaurant is on the ground~floor .
PROPN AUX ADV ADJ PUNCT	PER NOW INT IST NIL	Mary is somewhat arrogant .
PRON AUX ADJ PUNCT	PRO NOW DEG NIL	I am tall .
PRON VERB PRON NOUN ADP DET NOUN PUNCT	PRO EPS HAS CON REL DEF CON NIL	He withdrew his hand from the table .
DET NOUN AUX NUM SYM NUM SYM CCONJ NUM NUM PUNCT NUM NOUN ADJ PUNCT	DEF CON NOW QUC UOM DEG NIL	The tower is three~hundred~and~twenty-one meters high .
PROPN VERB DET NOUN PUNCT	PER EPS DEF CON NIL	Tom unlocked the cage .
AUX PRON VERB PROPN PUNCT NOUN PUNCT	PST PRO EXS CON QUE	Did she have Parkinson's~disease ?
PROPN VERB ADJ PUNCT	PER ENS IST NIL	Tom seems unhappy .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DIS CON REL DEF CON NIL	He dug a hole in the garden .
PROPN VERB NUM NOUN PUNCT	PER ENS QUC CON NIL	Tom has two cats .
NOUN NOUN VERB ADP PROPN SYM PROPN PROPN NUM PUNCT	CON CON EPS REL HAP NIL	Rocket technology improved during World~War~Two .
DET NOUN AUX ADJ ADP NOUN ADP PROPN PUNCT	DST CON PST IST REL ROL REL GPE NIL	That boat was full of refugees from Cuba .
DET NOUN AUX VERB ADP NOUN PUNCT	DEF CON PST EXG REL CON NIL	The street was teeming with people .
PRON AUX ADV PUNCT ADV ADJ PUNCT	PRO NOW EMP NIL INT IST NIL	I am very , very sorry .
PRON VERB VERB NUM PUNCT	PRO NOW QUC NIL	I 'm thirty .
DET NOUN AUX ADV ADJ PUNCT	DEF CON NOW NOW IST NIL	The installation is now complete .
DET NOUN AUX VERB ADP DET NOUN PUNCT	DEF ROL PST EXS REL DEF ROL NIL	The player was acclaimed by the fans .
PRON AUX PART VERB ADV SCONJ PRON AUX VERB DET NOUN PUNCT	PRO NOW NOT EXT ALT DIS PRO FUT EXS DEF CON NIL	I have n't decided yet whether I will attend the party .
PRON VERB ADP PRON PUNCT	PRO ENS REL PRO NIL	It matters to me .
PRON VERB ADP DET PRON NOUN PUNCT	PRO EPS REL AND HAS CON NIL	She gave away all her dolls .
PRON VERB NOUN ADP NOUN PUNCT ADJ SYM NUM PUNCT	PRO ENS CON REL CLO NIL	I eat dinner at quarter~past~seven .
PRON VERB VERB ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	I 'm allergic to dogs .
PRON VERB PRON PUNCT	PRO ENS NOT NIL	He knows nothing .
PRON AUX DET NOUN DET NOUN AUX DET NOUN PUNCT	DST ENS DEF CON HAS ROL ENS DIS ROL NIL	That is the girl whose father is a doctor .
PRON VERB ADP PUNCT	PRO EPS REL NIL	He dozed off .
PROPN VERB PRON NUM NOUN ADV PUNCT	PER EPS REF QUC UOM PST NIL	Tom killed himself three months ago .
PRON NOUN AUX ADJ PUNCT	HAS ROL NOW GPO NIL	His mother is American .
PROPN PART ADJ PUNCT	PER NOW IST NIL	Tom 's groggy .
PRON VERB VERB ADJ PUNCT	PRO NOW IST NIL	I 'm bilingual .
PRON AUX PART VERB DET NOUN PUNCT	AND POS NOT EXS DIS CON NIL	You can not tame a wolf .
DET NOUN ADP NOUN AUX PRON PUNCT	QUE CON REL CON ENS PRX QUE	What kind of bird is this ?
DET NOUN VERB ADP ADJ NOUN PUNCT	PRX CON ENS REL IST CON NIL	This area abounds in wild animals .
PRON VERB DET NOUN ADP PRON NOUN NOUN PUNCT	PRO EPS DIS SCO REL HAS CON CON NIL	I got a D on my science test .
PRON AUX ADJ PUNCT	PRO PST IST NIL	She was unimpressed .
SCONJ PRON VERB PUNCT PRON AUX VERB PUNCT	SUB PRO EPS NIL PRO PST EXS NIL	Because he lied , he was punished .
PRON VERB ADP ADP NUM PUNCT	PRO EPS REL REL CLO NIL	I got up at seven .
PRON VERB PROPN ADP PUNCT	PRO EPS PER REL NIL	I woke Tom up .
PRON AUX AUX VERB ADJ PUNCT	PRO NOW EXG CON NIL	I 'm learning Korean .
PROPN VERB PRON DET NOUN PUNCT NOUN PUNCT	PER EPS REF DIS CON NIL	Tom bought himself a sport~car .
PRON AUX VERB PUNCT	AND NOW EXG NIL	Everybody 's smiling .
PRON AUX AUX ADP PUNCT ADJ NUM NOUN ADJ PUNCT	PRO NEC NIL BOT QUC UOM DEG NIL	He must be at~least 35 years old .
PROPN VERB NOUN ADP PRON NOUN PUNCT	PER EPS CON REL HAS ROL NIL	Tom waved goodbye to his friend .
DET NOUN AUX VERB PROPN PUNCT	NOT CON NOW EXT PER NIL	No one 's seen Tom .
NOUN NOUN AUX ADJ PUNCT	EXG CON NOW IST NIL	Cooking pasta is easy .
PRON VERB NOUN ADP DET NUM NOUN PUNCT	PRO ENS NOT REL DEF QUC CON NIL	I know none of the three men .
NUM NOUN NUM VERB NUM PUNCT	QUC CON QUC EXS QUC NIL	Five times two equals ten .
DET ADJ NOUN NOUN AUX ADJ ADP DET NOUN PUNCT	DEF CON NOW IST REL DEF CON NIL	The post~office is adjacent to the library .
PUNCT DET PROPN PROPN PUNCT AUX VERB ADP PROPN PUNCT	NIL ART NIL PST EXS REL PER NIL	""" The~Persians "" were written by Aeschylus ."
PROPN PROPN PROPN VERB ADP PROPN PROPN PROPN PUNCT	ORG ENS REL GPE NIL	Southwest~Airlines operates in New~Orleans .
PROPN PROPN VERB ADP ADP PROPN PUNCT	CON CON ENS REL REL GPE NIL	Ebola Epidemic breaks out in Zaire .
PROPN VERB NOUN ADP PROPN ADP PROPN PUNCT	PER EPS CON REL ORG REL ORG NIL	Lopez took documents from GM to VW .
PROPN VERB PROPN PUNCT	PER ENS CON NIL	Mary understands Chinese .
VERB PRON VERB DET NOUN ADP PRON PUNCT	FUT PRO EXS DEF CON REL PRO NIL	Let 's discuss the problem with them .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	You are crazy .
PRON VERB NUM NOUN PUNCT	PRO ENS QUC CON NIL	We have thirteen clubs .
PRON VERB PRON NOUN PUNCT	PRO EPS PRO ROL NIL	We elected him mayor .
PRON NOUN VERB ADP DET NOUN PUNCT	HAS ROL ENS REL DIS CON NIL	My brother works in a bank .
PRON VERB PRON ADP ADV NUM NOUN PUNCT	PRO EPS PRO REL APX QUC UOM NIL	I bought it for about twelve dollars .
PRON VERB PRON NOUN PROPN PUNCT	PRO EPS HAS CON LIT NIL	He named his dog Popeye .
PROPN AUX DET NOUN ADP DET NOUN NOUN PUNCT	PER ENS DEF ROL REL DEF CON CON NIL	Yoko is the captain of the volleyball team .
PROPN AUX VERB ADP DET PROPN PROPN PROPN PUNCT	GPE NOW IST REL DEF GEO NIL	Heligoland is located in the German~Bight .
NOUN ADP DET NOUN AUX PRON PUNCT	NOT REL DEF CON ENS HAS NIL	None of the cars are mine .
PRON AUX ADJ PUNCT	PRO NOW COL NIL	They are yellow .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO ENS PRX CON NIL	I love this mobile~phone .
DET NOUN AUX VERB DET NOUN PUNCT	DEF CON NOW EXG DEF CON NIL	The rabbit is eating the carrot .
PRON VERB DET PROPN PUNCT	QUE EPS DEF ART QUE	Who wrote the Bible ?
VERB PRON NOUN PUNCT	FUT PRO EXS NIL	Let 's party .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DEF ROL NIL	The policeman chased the burglar .
X	CTC	http://www.hoechst.com/press_e/17017e1.htm
SCONJ AUX PROPN PUNCT PROPN VERB PUNCT	QUE PST PER EXS QUE	Where was Abraham~Lincoln born ?
PRON AUX DET NOUN ADP DET ADJ NOUN PUNCT	QUE ENS DEF CON REL DEF GPO CON QUE	What is the name of the Chinese currency ?
PRON AUX DET NOUN ADP DET PROPN PROPN SYM PROPN PROPN PROPN PUNCT	QUE ENS DEF ROL REL DEF GPO ORG QUE	Who is the leader of the Algerian Armed~Islamic~Group ?
SCONJ ADJ PROPN PUNCT PROPN VERB ADP PROPN PROPN PROPN PROPN PROPN PUNCT	QUE QUV GPO ENS REL GPE QUE	How many Puerto~Ricans live in Los~Angeles~County ?
PRON AUX DET ADJ NOUN PUNCT NOUN PUNCT	QUE ENS DEF TOP CON QUE	What is the fastest roller~coaster ?
PRON VERB PRON PUNCT	PRO EPS PRO NIL	She shot me .
PRON VERB PRON PRON NOUN PUNCT	PRO EPS PRO HAS CON NIL	We elected him our leader .
DET NOUN VERB ADV NUM NOUN PUNCT	DEF CON EPS LES QUC UOM NIL	The war lasted nearly ten years .
PROPN AUX DET ADJ ADJ PUNCT	PER NOW DIS QUV IST NIL	Tom is a little nuts .
PROPN AUX ADJ ADP PRON PUNCT	PER NOW IST REL PRO NIL	Tom is unhappy about it .
PRON VERB ADV ADP DET NOUN PUNCT	PRO EPS REL REL DEF CON NIL	He ran away with the diamond .
PROPN VERB VERB ADP PUNCT NOUN PUNCT	PER ENS EXG IST NIL	Tom dislikes speaking in~public .
PROPN VERB ADP PRON ADJ NOUN PUNCT	PER EPS REL HAS IST CON NIL	Bob bragged about his big boat .
PRON NOUN AUX VERB ADP DET NOUN PUNCT	HAS ROL PST EXS REL DEF CON NIL	My grandfather was wounded in the war .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DIS CON NIL	She poured the milk into a bowl .
PROPN AUX VERB ADP NOUN PUNCT	PER PST EXS REL CON NIL	Mary got abducted by aliens .
PRON NOUN VERB DET NOUN PUNCT	HAS ROL EPS DEF CON NIL	Her father entered the room .
PRON VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT	PRO EPS DIS QUV REL CON REL DEF CON NIL	He bought a number of books at the bookstore .
PRON VERB PRON ADV PUNCT CCONJ NOUN ADV PUNCT	PRO EPS PRO ALT NIL	I told you again~and~again .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DIS CON NIL	I bought you a kite .
PRON VERB PRON PRON AUX ADJ PUNCT	PRO ENS DIS IMP NOW IST NIL	He likes all that is sweet .
PRON VERB PRON ADJ PUNCT NOUN PUNCT	PRO ENS HAS ROL NIL	I miss my little~sister .
PRON AUX VERB ADV NUM NOUN PUNCT	PRO FUT EXS APX QUC UOM NIL	It will cost around fifteen dollars .
DET NOUN AUX VERB ADP NOUN PUNCT	DEF ROL PST EXS REL CON NIL	The politician was removed from office .
DET NOUN VERB DET NOUN ADP DET NOUN PUNCT	DEF CON EPS DEF CON REL DEF CON NIL	The kitten rolled the yarn across the floor .
AUX PRON VERB DET NOUN PUNCT	NOW PRO EXS DIS CON QUE	Do you have a shoehorn ?
PRON VERB NUM NOUN ADV PUNCT	PRO EPS QUC UOM PST NIL	He left three days ago .
DET ADJ NOUN NOUN AUX VERB ADP DET NOUN ADP DET NOUN PUNCT	DEF CON NOW IST REL DEF CON REL DEF CON NIL	The post~office is located in the center of the town .
PRON AUX VERB ADP DET NOUN PUNCT	PRO PST EXS REL DIS CON NIL	He was wounded by a bullet .
PRON VERB DET NOUN PROPN NOUN PUNCT	PRO EPS DIS CON NIL	She planted a palm~tree .
PRON AUX VERB PROPN PUNCT	PRO NOW EXG PER NIL	We 're ignoring Tom .
PROPN VERB PUNCT	PER EPS NIL	Tom accelerated .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He brushed his hat .
PRON VERB NOUN NOUN PUNCT	PRO ENS ROL CON NIL	He wears designer glasses .
PROPN CCONJ PROPN AUX ADV VERB NOUN PUNCT NOUN PUNCT	PER GRP PER NOW ALT EXG CON NIL	Tom and Mary are still playing ping~pong .
PRON AUX AUX VERB ADP VERB DET NOUN PUNCT	PRO NOW PFT IST REL EXG DIS CON NIL	I have been absorbed in reading a mystery .
PRON VERB PART VERB PRON PUNCT	PRO ENS NIL EXS PRO NIL	I want to fuck you .
DET NOUN AUX PROPN PART PUNCT	DEF CON ENS PER HAS NIL	The car is Brian ’s .
PROPN AUX VERB PUNCT	GPE NOW EXG NIL	Rome is burning .
PRON VERB DET NOUN ADP VERB PUNCT	PRO EPS DEF CON NOT EXG NIL	He left the restaurant without paying .
PRON AUX VERB PUNCT	PRO PST IST NIL	She was stoned .
DET VERB AUX VERB ADP NOUN PUNCT	DEF ROL PST EXS REL CON NIL	The injured were transported by ambulance .
NUM NOUN AUX NUM PUNCT NOUN PUNCT NUM NOUN PUNCT	QUC UOM ENS QUC UOM NIL	One euro is one-point-five dollars .
PRON VERB PRON NOUN VERB PUNCT	PRO PST HAS CON EXS NIL	I had my watch fixed .
PROPN VERB DET NOUN ADP PROPN PUNCT	PER EPS DIS CON REL PER NIL	Mary received a telegraph from Tom .
DET NOUN AUX VERB ADP DET NOUN PUNCT	DIS CON NOW EXG REL DEF CON NIL	A bird is singing in the tree .
PRON VERB PRON NOUN PUNCT	PRO EPS PRO CON NIL	I cooked him dinner .
PROPN AUX ADJ PUNCT	PER NOW IST NIL	Tom is outraged .
DET NOUN PART NOUN AUX ADJ PUNCT	PRX CON HAS CON NOW IST NIL	This table 's surface is smooth .
NUM PUNCT NUM NOUN AUX ADV PUNCT	QUC ROL NOW IST NIL	Forty-eight sailors are aboard .
PRON VERB ADV PUNCT	PRO EPS IST NIL	She sobbed heavily .
PRON VERB PRON VERB ADP DET NOUN PUNCT	NIL NOW DIS EXG REL DEF CON NIL	There 's someone hiding in the closet .
