pos	sem	tok
DET NOUN VERB PUNCT	DEF CON EPS NIL	Der Wind heulte .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DEF CON EXT NIL	Tom hat die Schlüssel eingesteckt .
DET NOUN VERB ADV PUNCT	DEF CON EPS REL NIL	Das Haus stürzte ein .
DET NOUN AUX ADV ADV ADP NOUN PUNCT	HAS CON NOW EQU IST REL CON NIL	Meine Beine sind so schwer wie Blei .
DET NOUN AUX ADP NOUN VERB PUNCT	DEF CON NOW REL CON EXS NIL	Die Statue ist aus Stein gemeißelt .
DET NOUN VERB ADV PUNCT	DEF ROL EPS IST NIL	Der Verwundete stöhnte leise .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Tom machte einen Salto .
PRON VERB PART PUNCT	PRO ENS NOT EMP	Er atmet nicht !
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	Das Teeservice ist unvollständig .
PROPN PROPN NOUN PROPN PUNCT	ENS PRO ROL PER QUE	Hilfst du Frau Hansson ?
PROPN AUX PART ADV ADV PUNCT	PER NOW NOT INT IST NIL	Tom ist nicht sehr gesellig .
PRON VERB PUNCT	PRO ENS NIL	Ich verstehe .
PRON VERB DET NOUN PUNCT	QUE ENS DEF CON QUE	Wer trainiert die Mannschaft ?
PROPN AUX DET NOUN ADV PART VERB PUNCT	PER NOW DEF CON ALT NOT EXT NIL	Maria hat das Fleisch noch nicht gegrillt .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Wir kaufen eine CD .
DET NOUN VERB DET NOUN PUNCT	PRX CON ENS HAS ROL NIL	Dieses Hotel gehört meinem Schwager .
DET ADJ NOUN VERB PRON PUNCT	DIS IST CON EPS PRO NIL	Ein kaltes Bad erfrischte ihn .
PROPN AUX PROPN PRON NOUN NOUN PUNCT	PER ENS PER HAS PST ROL NIL	Mary ist Tom s Ex frau .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Sie tränkte ihr Pferd .
DET NOUN VERB ADP NOUN PUNCT	DEF CON ENS REL CON NIL	Der Wind bläst gen Osten .
NUM ADV NUM AUX NUM PUNCT	QUC CON QUC EXS QUC NIL	Zwei mal sieben ist vierzehn .
PRON VERB ADP NOUN PUNCT	PRO EPS DEF CON NIL	Er schlief im Auto .
NOUN PROPN ADV ADP NOUN PUNCT	PST PRO MOR REL PER QUE	Warst du jünger als Ellen ?
PRON VERB ADV NOUN PUNCT	PRO ENS AND CON NIL	Ich schreibe täglich Tagebuch .
ADP PROPN VERB DET NOUN ADP PUNCT	REL GPE ENS DIS CON REL NIL	Auf Japan kommt ein Taifun zu .
DET NOUN VERB PUNCT	HAS CON ENS NIL	Sein Magen knurrt .
PRON AUX PRON VERB PUNCT	PRO NOW PRO EXT NIL	Er hat mich hereingelegt .
PROPN AUX NUM NOUN VERB PUNCT	PER NOW QUC CON EXT NIL	Jerry~Reinsdorf hat sieben Meisterschaften gewonnen .
PRON VERB PRON NUM NOUN PUNCT	PRO EPS PRO QUC UOM NIL	Ich zahlte ihm fünf Dollar .
PRON AUX ADV PART ADV PUNCT	PRO NOW EMP NOT IST NIL	Er ist überhaupt nicht glücklich .
DET NOUN AUX ADV PUNCT	HAS CON NOW COL NIL	Sein Buch ist rot .
DET NOUN VERB ADV PUNCT	DEF ROL EPS REL NIL	Der Dieb rannte weg .
PRON AUX DET NOUN PUNCT	DST ENS HAS ROL NIL	Das ist seine Verlobte .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DEF CON EXT NIL	Ich habe das Akkordeon gespielt .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW IST REL DEF CON NIL	Ich bin müde von den Hausaufgaben .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich brauche einen Kugelschreiber .
PRON AUX ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er war in der Warteschlange .
DET NOUN VERB NUM NOUN PUNCT	DEF CON ENS QUC UOM NIL	Die Zigarren kosten zwei Mark .
PRON VERB NOUN ADP NOUN PUNCT	PRO ENS NOW REL GPE NIL	Ich wohne zurzeit in Kunming .
PRON AUX ADV DET NOUN PUNCT	PRO NOW EMP NOT IST NIL	Ich habe überhaupt keine Angst .
PRON AUX PART ADV PUNCT	DST NOW NOT IST NIL	Das ist nicht normal .
PROPN PROPN PROPN ADP DET NOUN PUNCT	PER EPS PER REL DIS CON NIL	Tom erschoss Mary mit einer Armbrust .
ADV NUM NOUN PUNCT	APX QUC UOM NIL	Etwa zwei Wochen .
DET NOUN VERB DET NOUN PUNCT	AND CON ENS DIS CON NIL	Jedes Schiff braucht einen Anker .
PRON AUX NOUN VERB PUNCT	PRO NOW CON EXT NIL	Wir haben Eier gegessen .
PRON VERB PUNCT NOUN PUNCT VERB PUNCT	QUE NOW NIL ART NIL EXT QUE	Wer hat „ Der~Prinz “ geschrieben ?
PROPN VERB DET NOUN PUNCT	PER EPS HAS CON NIL	Tom schmierte seine Fahrradkette .
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	Der Kuchen ist köstlich .
DET NOUN AUX ADP PROPN VERB PUNCT	DEF ART PST REL PER EXS NIL	Die Mona~Lisa wurde von Leonardo~da~Vinci gemalt .
PRON VERB ADP NOUN PUNCT	PRO ENS DEF CON NIL	Er gehört zur Oberschicht .
PRON AUX ADP DET NOUN VERB PUNCT	PRO PST REL DIS CON EXS NIL	Sie wurde von einem Pferd getreten .
DET NOUN VERB ADP NOUN PUNCT	DEF ORG ENS REL SCO NIL	Die Schwalben führen mit vier~zu~eins .
PRON AUX ADP DET NOUN VERB PUNCT	PRO NOW REL DEF CON IST NIL	Ich bin über die Nachrichten beunruhigt .
PRON AUX ADV VERB PUNCT	PRO PST INT IST NIL	Er war voll besoffen .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er sprang über die Pfütze .
DET NOUN AUX NUM NOUN ADV PUNCT	DEF CON PST QUC UOM DEG NIL	Das Tal war zwanzig Meilen breit .
PROPN VERB ADV PROPN PUNCT	PER ENS NOW CON NIL	Tom spielt gerade Minigolf .
PRON AUX VERB AUX PUNCT	PRO NOW EXS PFT NIL	Ich bin vorgeladen worden .
DET NOUN AUX PART VERB PUNCT	DEF CON PST NOT IST NIL	Die Türe war nicht geschlossen .
PROPN VERB NUM NOUN PUNCT	PER EPS QUC CON NIL	Tom nahm drei Schlaftabletten .
PRON VERB PRON NOUN PUNCT	PRO EPS PRO CON NIL	Ich gab ihm Nahrung .
DET NOUN VERB PRON PUNCT	PRX CON ENS PRO NIL	Dieses Gebäude gehört uns .
DET NOUN AUX PROPN PUNCT	DEF CON PST COL NIL	Das Blut war hellrot .
PRON AUX NUM NOUN VERB PUNCT	PRO NOW QUC CON EXT NIL	Wir haben zwei Füchse gefangen .
PRON AUX ADV PART VERB PUNCT	PRO POS NOW NOT EXS NIL	Sie können jetzt nicht gehen .
PRON VERB NUM NOUN PUNCT	QUE ENS QUC CON QUE	Was kosten zehn Pappteller ?
DET NOUN AUX ADV ADV PUNCT	PRX ROL NOW NOT IST NIL	Dieser Politiker ist keineswegs ehrlich .
NOUN AUX ADV ADV ADP PROPN PUNCT	PER NOW EQU IST REL PER NIL	Meg ist so groß wie Ken .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF ROL NIL	Die Kavallerie bestürmte den Feind .
PRON AUX NOUN ADP DET NOUN VERB PUNCT	PRO NOW CON REL DEF GEO EXT NIL	Ich habe Wölfe in den Apeninnen gesehen .
PRON VERB ADP PROPN ADP PROPN PUNCT	PRO EPS REL GPE REL GPE NIL	Er flog von London nach Paris .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Er bestellte ein Bier .
PROPN AUX PROPN VERB PUNCT	PER EPS PER EXS NIL	Miriam wollte Thomas heiraten .
NOUN AUX PRON VERB PUNCT	PER NOW PRO EXT NIL	Betty hat ihn getötet .
PRON AUX ADP PROPN VERB PUNCT	PRO PST REL PER EXS NIL	Er wurde von Tom verführt .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Sie klopfte an die Tür .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO HAS CON NIL	Sie gab mir ihre Telefonnummer .
PRON AUX ADV PART VERB PUNCT	PRO NOW ALT NOT EXT NIL	Ich habe auch nicht angerufen .
NOUN PUNCT PRON AUX ADV PUNCT	ALT NIL PRO NOW IST NIL	Mit~anderen~Worten , er ist faul .
PRON AUX DET NOUN ADP NOUN VERB PUNCT	PRO NOW DEF CON REL ROL EXT NIL	Ich habe das Wochenende mit Freunden verbracht .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich fahre einen Lieferwagen .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS GPO EXT NIL	Sie hat einen Amerikaner geheiratet .
PRON VERB DET NOUN PUNCT	PRO ENS NOT CON NIL	Ich spreche kein Französisch .
PRON VERB PUNCT	NOT ENS NIL	Niemand wettet .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EXS DIS CON REL DEF CON NIL	Tom streute etwas Zucker auf den Toast .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Emily aß einen Apfel .
DET PROPN PROPN VERB PUNCT	DEF CON NTH ENS NIL	Der Orkan Sandy kommt .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Sie ergriff meine Hand .
PROPN AUX ADV PUNCT	PER NOW IST NIL	Tom ist bestürzt .
PRON AUX ADV NOUN VERB PUNCT	PRO NOW NOT CON EXT NIL	Ich habe nie Golf gespielt .
DET NOUN AUX NUM NOUN ADV ADP PRON PUNCT	HAS ROL NOW QUC UOM MOR REL PRO NIL	Mein Bruder ist acht Jahre älter als ich .
PROPN AUX VERB PUNCT	PER NOW EXT NIL	Tom hat verschlafen .
NOUN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	Vladislav~Listyev wurde in Moskau ermordet .
DET NOUN VERB ADP DET PROPN PUNCT	DEF CON ENS REL DEF GEO NIL	Der Fluss fließt in den Pazifik .
ADP NOUN AUX NOUN PUNCT	DEF CON ENS CON NIL	Im Kühlschrank ist Milch .
PRON VERB DET NOUN VERB PUNCT	PRO PST DIS CON EXS NIL	Er ließ eine Vase fallen .
PROPN AUX ADV ADP DET NOUN PUNCT	PER NOW MOR REL HAS ROL NIL	Tom ist kleiner als sein Bruder .
PRON AUX NUM NOUN ADV ADP PRON PUNCT	PRO NOW QUC UOM MOR REL PRO NIL	Sie ist drei Jahre älter als ich .
PROPN VERB DET NOUN ADP PUNCT	PER EPS HAS CON REL NIL	Tom schaltete seinen Rechner aus .
PRON VERB ADP PRON PUNCT	AND ENS REL PRO NIL	Alle warten auf dich .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS DEF COL CON NIL	Ich aß die roten Äpfel .
PROPN PROPN NOUN VERB ADP PUNCT CCONJ PRON VERB DET ADJ NOUN PUNCT	PER HAS CON EPS REL NIL COO PRO EPS QUV IST CON NIL	Tom s Computer stürzte ab , und er verlor etliche wichtige Dateien .
DET NOUN AUX ADV NUM NOUN PUNCT	QUC UOM NIL IST QUC UOM NIL	Ein Dollar ist gleich hundert Cent .
DET NOUN VERB DET NOUN ADP PUNCT	DEF ROL EPS DIS CON REL NIL	Die Terroristen griffen eine Moschee an .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Ich schrieb Briefe .
PROPN AUX ADV ADV PUNCT	PER PST INT IST NIL	Woodrow~Wilson war äußerst krank .
PRON AUX NOUN PUNCT	PRO ENS CON NIL	Ich mag Volkslieder .
PROPN AUX DET NOUN VERB PUNCT	PER NOW HAS ROL EXT NIL	George hat meine Schwester geheiratet .
PRON AUX PRON ADP DET NOUN VERB PUNCT	DIS NOW PRO REL DEF CON EXT NIL	Jemand hat mir auf die Schulter getippt .
DET NOUN AUX DET ADJ NOUN VERB PUNCT	HAS ROL NOW DEF IST CON EXT NIL	Meine Tante hat das riesige Grundstück geerbt .
PRON AUX NOUN PUNCT	PRO PST CLO NIL	Es war halb~acht .
DET ADJ NOUN VERB ADP NOUN PUNCT	DEF IST CON ENS REL CON NIL	Das arme Kind leidet an Heuschnupfen .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom ist ein leidenschaftlicher Radfahrer .
PROPN VERB ADP DET PROPN PUNCT	PER EPS REL DEF ORG NIL	Beverly arbeitete bei der WEDCOR .
NOUN AUX DET NOUN PUNCT	PER NOW DIS ROL NIL	Kieslowski ist ein Regisseur .
PRON VERB PRON NUM NOUN PUNCT	PRO EPS PRO QUC UOM NIL	Ich zahlte ihm fünf Dollar .
PRON VERB X X PROPN PUNCT	PRO ENS REL DEF CON NIL	Ich wohne i m Erdgeschoss .
DET NOUN VERB NUM ADP PUNCT	DEF HAP EPS YOC REL NIL	Der Zweite~Weltkrieg brach 1939 aus .
DET NOUN VERB PUNCT	HAS CON ENS NIL	Meine Katze bellt .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Ich habe einen Apfelkuchen gebacken .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich bemale ein Osterei .
DET NOUN VERB ADP NOUN PUNCT	DEF CON EPS DEF CON NIL	Der Hund schnüffelte am Boden .
PRON AUX VERB PUNCT	NOT NOW EXT NIL	Niemand ist gestorben .
PRON VERB ADP NUM VERB PUNCT	PRO NEC REL CLO EXS NIL	Du musst um sechs aufstehen .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Er ist stinkreich .
NOUN AUX DET NOUN PUNCT	LIT ENS HAS CON NIL	Watanabe ist mein Familienname .
PRON AUX ADV PUNCT	PRO ENS ROL NIL	Ich bin Detektiv .
PROPN AUX VERB PUNCT	PER POS EXS NIL	Emily kann schwimmen .
DET NOUN AUX ADP DET NOUN VERB PUNCT	HAS CON NOW REL DIS CON EXT NIL	Unser Bus ist mit einem Lastwagen zusammengestoßen .
PRON AUX ADV VERB PUNCT	PRO PST INT IST NIL	Ich war völlig verblüfft .
PRON AUX NOUN PUNCT	PRO NOW CLO NIL	Es ist zehn~vor~elf .
PRON VERB PART ADP DET NOUN PUNCT	PRO ENS NOT REL DEF CON NIL	Er glaubt nicht an die Erderwärmung .
PRON AUX ADP DET NOUN DET NOUN VERB PUNCT	PRO NOW REL DEF CON DEF CON IST NIL	Er ist in das Studium der Linguistik vertieft .
PROPN ADV PROPN ADP DET NOUN PUNCT	PER EPS PER REL HAS CON NIL	Tom stach Mary mit seinem Messer .
DET NOUN VERB PUNCT	DEF ROL ENS EMP	Die Gefangenen entkommen !
DET NOUN AUX ADP DET ADJ NOUN PUNCT	DEF CON ENS REL DEF ORD CON NIL	Die Bücherei ist in der vierten Etage .
NOUN VERB ADJ NOUN ADP DET NOUN PUNCT	ROL EPS IST CON REL DEF CON NIL	Plünderer stahlen alte Artefakte aus dem Grab .
PRON AUX PART ADV ADV ADP NOUN PUNCT	PRO NOW NOT EQU IST REL PER NIL	Wir sind nicht so jung wie Tom .
PROPN AUX ADP PROPN ADV ADV PUNCT	CON NOW REL GPE INT IST NIL	Fast~Food ist in Japan sehr beliebt .
DET NOUN VERB ADP DET NOUN PUNCT	HAS ROL ENS REL DIS CON NIL	Meine Frau leidet an einer Lungenentzündung .
DET NOUN VERB PUNCT	HAS CON ENS NIL	Mein Gesicht zuckt .
PRON AUX PRON ADV PUNCT	PRO PST AND IST NIL	Sie waren beide nackt .
PRON AUX NUM NOUN VERB PUNCT	PRO NOW QUC UOM EXT NIL	Er hat hundert Dollar gespart .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Sie gewann eine Goldmedaille .
PROPN AUX PART ADP NOUN VERB PUNCT	PER POS NOT REL CON EXS NIL	Lucy kann nicht mit Stäbchen essen .
PROPN VERB DET NOUN PUNCT	PER ENS DEF CON NIL	Tom melkt die Kuh .
PROPN ADV AUX PRON PUNCT	HAS CON ENS PRX QUE	Wessen Klapprechner ist das ?
ADV VERB ADP PROPN PUNCT	PER ENS REL GEO NIL	Dean~Lynn~Hart lebt in Truckee~River~Trail .
ADV AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Nikos~Kourkoulos war ein griechischer Schauspieler .
CCONJ AUX DET ADJ NOUN PUNCT	PER ENS DIS GPO ROL NIL	Klaus~Pohl ist ein deutscher Dramatiker .
DET NOUN AUX NUM VERB PUNCT	HAS ROL PST YOC EXS NIL	Mein Großvater wurde 1920 geboren .
PRON VERB PRON ADP DET NOUN PUNCT	PRO EPS PRO REL HAS CON NIL	Ich erzählte ihm von unserer Schule .
DET NOUN VERB PART PUNCT	DEF CON ENS NOT NIL	Der Fahrstuhl funktioniert nicht .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXS NIL	Die Sitzung ist aufgehoben .
PROPN VERB ADP PROPN PUNCT	PER EPS REL PER NIL	Tom schäkerte mit Maria .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Sie erpresste ihn .
PRON AUX ADP DET NOUN ADV PUNCT	PRO NOW REL HAS CON IST NIL	Ich bin mit ihrer Aufführung zufrieden .
PROPN VERB ADV DET NOUN PUNCT	PER EPS ALT HAS CON NIL	Tom füllte erneut sein Glas .
PROPN AUX ADV PUNCT	PER NOW IST NIL	Ken ist glücklich .
PRON AUX ADP NOUN VERB PUNCT	PRO PST REL CLO EXS NIL	Ich wurde um fünf~Uhr geweckt .
PROPN VERB PRON ADP PUNCT	PER EPS PRO REL NIL	Tom nickte mir zu .
PRON AUX ADP DET NOUN VERB PUNCT	PRO NOW REL HAS ROL EXT NIL	Sie hat mit ihrem Chef geschlafen .
PRON VERB DET NOUN PUNCT	PRO ENS NOT CON NIL	Ich spreche kein Katalanisch .
DET NOUN AUX ADP DET NOUN ADV PUNCT	PRX CON NOW REL DEF ROL IST NIL	Dieses Buch ist bei den Studenten beliebt .
PRON AUX ADP DET NOUN VERB PUNCT	PRO NOW REL DIS CON EXT NIL	Er ist auf einer Bananenschale ausgerutscht .
PRON AUX DET NOUN NOUN VERB PUNCT	PRO NOW DIS QUC CON EXT NIL	Sie hat ein Dutzend Eier gekauft .
PRON AUX PART ADV ADP PRON PUNCT	PRO NOW NOT MOR REL PRO NIL	Du bist nicht kleiner als ich .
DET NOUN AUX ADV VERB PUNCT	HAS CON NOW NOW IST NIL	Seine Arbeit ist jetzt vollendet .
PRON AUX ADV PUNCT	AND NOW IST NIL	Alle sind glücklich .
PRON VERB NOUN PUNCT	PRO NOW IST NIL	Ich habe Durst .
PROPN ADJ PROPN PUNCT	PER EPS PER NIL	Mary ohrfeigte Tom .
DET NOUN AUX NOUN ADP NOUN PUNCT	DEF CON NOW IST REL CON NIL	Die Katzen haben Angst vor Wasser .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON EPS REL HAS ROL NIL	Das Kind rannte zu seiner Mutter .
PRON VERB DET NUM PUNCT	PRO EPS DIS SCO NIL	Er bekam eine Vier .
DET NOUN VERB ADP NUM NOUN CCONJ NUM NOUN PUNCT	PRX CON ENS REL QUC CON GRP QUC CON NIL	Diese Klasse besteht aus 15 Jungs und 28 Mädchen .
DET NOUN VERB PUNCT	PRX CON ENS NIL	Diese Erdölleitung leckt .
PRON VERB NOUN PUNCT	AND ENS CON NIL	Jeder schätzt Geld .
DET NOUN AUX PRON VERB PUNCT	DIS CON NOW PRO EXT NIL	Eine Katze hat mich gekratzt .
PRON VERB DET NOUN PUNCT SCONJ DET NOUN PRON VERB PUNCT	PRO EPS DEF CON NIL SUB HAS ROL PRO EPS NIL	Er kaufte das Haus , weil seine Frau es mochte .
PROPN CCONJ PROPN VERB DET ADJ NOUN PUNCT	PER GRP PER EPS DIS IST CON NIL	Tom und Maria retteten ein verwaistes Kätzchen .
PRON VERB PRON NUM NOUN PUNCT	PRO ENS PRO QUC UOM NIL	Ich schulde dir zehn Dollar .
NOUN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	Napoleon~Bonaparte wurde auf Korsika geboren .
DET NOUN VERB ADP DET NOUN PUNCT	DEF CON EPS REL DEF CON NIL	Der Stier entkam aus dem Ring .
DET NOUN AUX DET NOUN VERB PUNCT	DEF CON NOW HAS CON EXT NIL	Die Sonne hat ihre Haut gebräunt .
PRON VERB DET NOUN ADP ADJ NOUN PUNCT	PRO EPS DEF CON REL QUC UOM NIL	Er schätzte den Schaden auf fünf~Millionen Yen .
PRON AUX NOUN VERB PUNCT	PRO NOW CON EXT NIL	Ich habe Kaviar gegessen .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW MOR REL HAS ROL NIL	Er ist größer als sein Bruder .
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	Er wohnt in Tokio .
PRON AUX ADV ADP NOUN PUNCT	PRO NOW IST REL CON NIL	Ich bin allergisch gegen Hummer .
AUX PRON PROPN PUNCT	EPS PRO CON QUE	Hatte er Parkinson ?
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF CON NIL	Der Ball traf die Latte .
PRON VERB NOUN PUNCT	PRO EPS PER NIL	Er heiratete Ann .
PROPN VERB DET NOUN PUNCT	PER ENS DEF CON NIL	Tom schert die Schafe .
PROPN VERB ADP PROPN PUNCT	GPE ENS REL GPE NIL	Texas grenzt an Mexiko .
NOUN NOUN VERB ADP NOUN PUNCT	IST CON EPS DEF CON NIL	Nackte Jungen schwammen im Fluss .
PRON AUX ADV NUM NOUN PUNCT	PRO ENS TOP QUC UOM NIL	Er hat höchstens 100 Dollar .
DET NOUN VERB PROPN PUNCT	PRX CON ENS PER NIL	Dieses Buch gehört Paolo .
PRON AUX ADV NUM NOUN ADV PUNCT	PRO NOW TOP QUC UOM DEG NIL	Sie ist höchstens achtzehn Jahre alt .
PRON VERB NOUN ADV PUNCT	PRO ENS CON CON NIL	Du trinkst Kirsch saft .
PRON AUX ADV NOUN ADV PUNCT	PRO NOW QUC UOM DEG NIL	Ich bin vierunddreißig Jahre alt .
PROPN VERB NOUN PUNCT	PER EPS CON NIL	Tom trank Milch .
DET NOUN VERB ADP NOUN NOUN PUNCT	DEF CON EPS REL DEF CON NIL	Der Karren stand i m Schuppen .
PRON VERB NUM NOUN PUNCT	PRO ENS QUC UOM NIL	Er wiegt siebzig Kilo .
NUM NOUN AUX VERB PUNCT	QUC CON NOW EXT NIL	Drei Glühbirnen sind durchgebrannt .
PRON AUX PRON DET NOUN VERB PUNCT	PRO FUT PRO PRX CON EXS NIL	Ich werde dir dieses Buch geben .
PRON VERB PRON ADP PRON NOUN PUNCT	PRO EPS PRO REL DEF CON NIL	Sie schlug ihm in s Gesicht .
PRON VERB PUNCT	NIL ENS NIL	Es schneit .
NOUN PUNCT	ORG NIL	Jedinstwo .
ADV VERB PROPN PUNCT	QUE ENS PER QUE	Wo arbeitet Raymond~Pettibon ?
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Tom legte den Schläger auf den Boden .
PROPN VERB DET NOUN ADP PUNCT	GPE ENS DEF CON REL NIL	Griechenland sagt die Volksabstimmung ab .
PRON AUX NUM NOUN ADV ADP PRON PUNCT	PRO NOW QUC UOM MOR REL PRO NIL	Du bist drei Zentimeter größer als ich .
PROPN AUX NOUN ADP NOUN PUNCT	PER ENS CON REL CON NIL	Jesus hat Bauchmuskeln aus Stahl .
PRON VERB ADP PRON PUNCT	NOT EPS REL PRO NIL	Niemand sprach mit mir .
PRON AUX PART ADV ADV ADP DET NOUN PUNCT	PRO NOW NOT EQU IST REL HAS ROL NIL	Sie ist nicht so hübsch wie ihre Schwester .
DET NOUN AUX ADV ADP DET NOUN VERB PUNCT	DEF ROL PST IST REL DEF CON EXT NIL	Die Neuankömmlinge wurden rasch in die Gemeinschaft aufgenommen .
PRON AUX NUM NOUN ADP DET NOUN VERB PUNCT	PRO NOW QUC UOM REL PRX CON EXT NIL	Ich habe 40.000 Yen für dieses Tonbandgerät bezahlt .
PROPN CCONJ PROPN VERB NOUN PUNCT	PER GRP PER ENS CON NIL	Tom und Mary spielen Monopoly .
PROPN VERB DET ADJ NOUN PUNCT	PER ENS DEF GPO ART NIL	Christo verhüllt den deutschen Reichstag .
PROPN AUX NUM DET NOUN NOUN VERB PUNCT	ORG NOW YOC DIS QUC UOM EXT NIL	Lukoil hat 2004 eine Milliarde Dollar verdient .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Er ist faul .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er verstieß gegen das Gesetz .
ADV AUX PRON ADV PUNCT	POS PST PRO IST NIL	Vielleicht war er krank .
PRON AUX VERB CCONJ VERB PUNCT	PRO PST EXS COO EXS NIL	Er wurde gefoltert und ermordet .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Der Vogel fliegt .
PRON AUX PROPN VERB PUNCT	PRO NOW SCO EXT NIL	Wir haben 3~zu~0 verloren .
PROPN VERB ADV ADP DET NOUN PUNCT	PER ENS NOW REL DIS CON NIL	Tom schreibt gerade an einem Roman .
DET NOUN AUX DET ADJ NOUN PUNCT	AND CON EQU DIS IST CON NIL	Ein Elefant ist ein starkes Tier .
PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT	PRO EPS HAS CON REL DIS DEG CON NIL	Er stopfte seine Wäsche in einen großen Sack .
DET NOUN AUX ADP NOUN VERB PUNCT	DEF ROL PST REL ROL EXS NIL	Der Journalist wurde von Terroristen entführt .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL DIS CON NIL	Ich erschlug die Ratte mit einem Stock .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DIS CON NIL	Er starb an einem Herzanfall .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW IST REL DEF CON NIL	Ich bin enttäuscht über die Nachricht .
PRON AUX PART ADV ADV ADP PRON PUNCT	PRO NOW NOT LES IST REL PRO NIL	Du bist nicht weniger hübsch wie sie .
DET NOUN AUX ADV ADV PUNCT	PRX CON NOW INT IST NIL	Dieses Tier ist sehr intelligent .
DET NOUN VERB ADP DET NOUN PUNCT	DEF ROL EPS REL DEF CON NIL	Der Techniker kletterte auf den Telefonmast .
PROPN VERB PRON ADP NOUN PUNCT	PER EPS PRO REL CON NIL	Tom bezahlte es mit Kreditkarte .
PRON AUX DET ADJ NOUN PUNCT	PRO ENS DIS PST ROL NIL	Ich bin ein ehemaliger Marinesoldat .
PROPN AUX PRON VERB PUNCT	PER NOW REF EXT NIL	Tom hat sich gewaschen .
DET NOUN VERB NUM NOUN PUNCT	AND CON EPS QUC UOM NIL	Jeder Einzelne zahlte 7.000 Dollar .
PRON AUX ADV ADV SCONJ PRON PUNCT	PRO NOW QUV MOR REL PRO NIL	Sie ist etwas jünger als ich .
NUM NOUN AUX ADP DET NOUN VERB PUNCT	QUC CON PST REL DIS CON EXS NIL	Zwei Schafe wurden von einem Wolf getötet .
NOUN AUX NOUN VERB PUNCT	PER NOW PER EXT NIL	Louis~Riel hat Scott ermordet .
PRON AUX DET NOUN NOUN ADV PUNCT	PRX NOW DIS QUC UOM IST NIL	Dies ist eine Million Yen wert .
NOUN	CTC	http://www.anl.siemens.de/about/index_d.html
PROPN	CTC	http://www.uni-kassel.de/fb10/frieden/regionen/Israel/80thesen.html
ADV VERB NOUN PUNCT	QUE ENS PER QUE	Woher stammt Edwin~Tang ?
PRON AUX DET NOUN ADV VERB PUNCT	PRO NOW DEF CON IST EXT NIL	Ich habe das Dach hellblau gestrichen .
PRON VERB ADP PROPN ADV NUM NOUN PUNCT	NIL ENS REL GPE APX QUC ROL NIL	Es gibt in Tōkyō etwa 460000 Millionäre .
PROPN VERB DET NOUN ADP PUNCT	PER ENS DIS CON REL NIL	Tom bläst einen Ballon auf .
